position(mm),mass(g/mm)
1453,2.61649
1454,2.61649
1455,2.61649
1456,2.61649
1457,2.61649
1458,2.61649
1459,2.61649
1460,2.61649
1461,2.61649
1462,2.61649
1463,2.61649
1464,2.61649
1465,2.61649
1466,2.61649
1467,2.61649
1468,2.61649
1469,2.61649
1470,2.61649
1471,2.61649
1472,2.61649
1473,2.61649
1474,2.61649
1475,2.61649
1476,2.61649
1477,2.61649
1478,2.61649
1479,2.61649
1480,2.61649
1481,2.61649
1482,2.61649
1483,2.61649
1484,2.61649
1485,2.61649
1486,2.61649
1487,2.61649
1488,2.61649
1489,2.61649
1490,2.61649
1491,2.61649
1492,2.61649
1493,2.61649
1494,2.61649
1495,2.61649
1496,2.61649
1497,2.61649
1498,2.61649
1499,2.61649
1500,2.61649
1501,2.61649
1502,2.61649
1503,2.61649
1504,2.61649
1505,2.61649
1506,2.61649
1507,2.61649
1508,2.61649
1509,2.61649
1510,2.61649
1511,2.61649
1512,2.61649
1513,2.61649
1514,2.61649
1515,2.61649
1516,2.61649
1517,2.61649
1518,2.61649
1519,2.61649
1520,2.61649
1521,2.61649
1522,2.61649
1523,2.61649
1524,2.61649
1525,2.61649
1526,2.61649
1527,2.61649
1528,2.61649
1529,2.61649
1530,2.61649
1531,2.61649
1532,2.61649
1533,2.61649
1534,2.61649
1535,2.61649
1536,2.61649
1537,2.61649
1538,2.61649
1539,2.61649
1540,2.61649
1541,2.61649
1542,2.61649
1543,2.61649
1544,2.61649
1545,2.61649
1546,2.61649
1547,2.61649
1548,2.61649
1549,2.61649
1550,2.61649
1551,2.61649
1552,2.61649
1553,2.61649
1554,2.61649
1555,2.61649
1556,2.61649
1557,2.61649
1558,2.61649
1559,2.61649
1560,2.61649
1561,2.61649
1562,2.61649
1563,2.61649
1564,2.61649
1565,2.61649
1566,2.61649
1567,2.61649
1568,2.61649
1569,2.61649
1570,2.61649
1571,2.61649
1572,2.61649
1573,2.61649
1574,2.61649
1575,2.61649
1576,2.61649
1577,2.61649
1578,2.61649
1579,2.61649
1580,2.61649
1581,2.61649
1582,2.61649
1583,2.61649
1584,2.61649
1585,2.61649
1586,2.61649
1587,2.61649
1588,2.61649
1589,2.61649
1590,2.61649
1591,2.61649
1592,2.61649
1593,2.61649
1594,2.61649
1595,2.61649
1596,2.61649
1597,2.61649
1598,2.61649
1599,2.61649
1600,2.61649
1601,2.61649
1602,2.61649
1603,2.61649
1604,2.61649
1605,2.61649
1606,2.61649
1607,2.61649
1608,2.61649
1609,2.61649
1610,2.61649
1611,2.61649
1612,2.61649
1613,2.61649
1614,2.61649
1615,2.61649
1616,2.61649
1617,2.61649
1618,2.61649
1619,2.61649
1620,2.61649
1621,2.61649
1622,2.61649
1623,2.61649
1624,2.61649
1625,2.61649
1626,2.61649
1627,2.61649
1628,2.61649
1629,2.61649
1630,2.61649
1631,2.61649
1632,2.61649
1633,2.61649
1634,2.61649
1635,2.61649
1636,2.61649
1637,2.61649
1638,2.61649
1639,2.61649
1640,2.61649
1641,2.61649
1642,2.61649
1643,2.61649
1644,2.61649
1645,2.61649
1646,2.61649
1647,2.61649
1648,2.61649
1649,2.61649
1650,2.61649
1651,2.61649
1652,2.61649
1653,2.61649
1654,2.61649
1655,2.61649
1656,2.61649
1657,2.61649
1658,2.61649
1659,2.61649
1660,2.61649
1661,2.61649
1662,2.61649
1663,2.61649
1664,2.61649
1665,2.61649
1666,2.61649
1667,2.61649
1668,2.61649
1669,2.61649
1670,2.61649
1671,2.61649
1672,2.61649
1673,2.61649
1674,2.61649
1675,2.61649
1676,2.61649
1677,2.61649
1678,2.61649
1679,2.61649
1680,2.61649
1681,2.61649
1682,2.61649
1683,2.61649
1684,2.61649
1685,2.61649
1686,2.61649
1687,2.61649
1688,2.61649
1689,2.61649
1690,2.61649
1691,2.61649
1692,2.61649
1693,2.61649
1694,2.61649
1695,2.61649
1696,2.61649
1697,2.61649
1698,2.61649
1699,2.61649
1700,2.61649
1701,2.61649
1702,2.61649
1703,2.61649
1704,2.61649
1705,2.61649
1706,2.61649
1707,2.61649
1708,2.61649
1709,2.61649
1710,2.61649
1711,2.61649
1712,2.61649
1713,2.61649
1714,2.61649
1715,2.61649
1716,2.61649
1717,2.61649
1718,2.61649
1719,2.61649
1720,2.61649
1721,2.61649
1722,2.61649
1723,2.61649
1724,2.61649
1725,2.61649
1726,2.61649
1727,2.61649
1728,2.61649
1729,2.61649
1730,2.61649
1731,2.61649
1732,2.61649
1733,2.61649
1734,2.61649
1735,2.61649
1736,2.61649
1737,2.61649
1738,2.61649
1739,2.61649
1740,2.61649
1741,2.61649
1742,2.61649
1743,2.61649
1744,2.61649
1745,2.61649
1746,2.61649
1747,2.61649
1748,2.61649
1749,2.61649
1750,2.61649
1751,2.61649
1752,2.61649
1753,2.61649
1754,2.61649
1755,2.61649
1756,2.61649
1757,2.61649
1758,2.61649
1759,2.61649
1760,2.61649
1761,2.61649
1762,2.61649
1763,2.61649
1764,2.61649
1765,2.61649
1766,2.61649
1767,2.61649
1768,2.61649
1769,2.61649
1770,2.61649
1771,2.61649
1772,2.61649
1773,2.61649
1774,2.61649
1775,2.61649
1776,2.61649
1777,2.61649
1778,2.61649
1779,2.61649
1780,2.61649
1781,2.61649
1782,2.61649
1783,2.61649
1784,2.61649
1785,2.61649
1786,2.61649
1787,2.61649
1788,2.61649
1789,2.61649
1790,2.61649
1791,2.61649
1792,2.61649
1793,2.61649
1794,2.61649
1795,2.61649
1796,2.61649
1797,2.61649
1798,2.61649
1799,2.61649
1800,2.61649
1801,2.61649
1802,2.61649
1803,2.61649
1804,2.61649
1805,2.61649
1806,2.61649
1807,2.61649
1808,2.61649
1809,2.61649
1810,2.61649
1811,2.61649
1812,2.61649
1813,2.61649
1814,2.61649
1815,2.61649
1816,2.61649
1817,2.61649
1818,2.61649
1819,2.61649
1820,2.61649
1821,2.61649
1822,2.61649
1823,2.61649
1824,2.61649
1825,2.61649
1826,2.61649
1827,2.61649
1828,2.61649
1829,2.61649
1830,2.61649
1831,2.61649
1832,2.61649
1833,2.61649
1834,2.61649
1835,2.61649
1836,2.61649
1837,2.61649
1838,2.61649
1839,2.61649
1840,2.61649
1841,2.61649
1842,2.61649
1843,2.61649
1844,2.61649
1845,2.61649
1846,2.61649
1847,2.61649
1848,2.61649
1849,2.61649
1850,2.61649
1851,2.61649
1852,2.61649
1853,2.61649
1854,2.61649
1855,2.61649
1856,2.61649
1857,2.61649
1858,2.61649
1859,2.61649
1860,2.61649
1861,2.61649
1862,2.61649
1863,2.61649
1864,2.61649
1865,2.61649
1866,2.61649
1867,2.61649
1868,2.61649
1869,2.61649
1870,2.61649
1871,2.61649
1872,2.61649
1873,2.61649
1874,2.61649
1875,2.61649
1876,2.61649
1877,2.61649
1878,2.61649
1879,2.61649
1880,2.61649
1881,2.61649
1882,2.61649
1883,2.61649
1884,2.61649
1885,2.61649
1886,2.61649
1887,2.61649
1888,2.61649
1889,2.61649
1890,2.61649
1891,2.61649
1892,2.61649
1893,2.61649
1894,2.61649
1895,2.61649
1896,2.61649
1897,2.61649
1898,2.61649
1899,2.61649
1900,2.61649
1901,2.61649
1902,2.61649
1903,2.61649
1904,2.61649
1905,2.61649
1906,2.61649
1907,2.61649
1908,2.61649
1909,2.61649
1910,2.61649
1911,2.61649
1912,2.61649
1913,2.61649
1914,2.61649
1915,2.61649
1916,2.61649
1917,2.61649
1918,2.61649
1919,2.61649
1920,2.61649
1921,2.61649
1922,2.61649
1923,2.61649
1924,2.61649
1925,2.61649
1926,2.61649
1927,2.61649
1928,2.61649
1929,2.61649
1930,2.61649
1931,2.61649
1932,2.61649
1933,2.61649
1934,2.61649
1935,2.61649
1936,2.61649
1937,2.61649
1938,2.61649
1939,2.61649
1940,2.61649
1941,2.61649
1942,2.61649
1943,2.61649
1944,2.61649
1945,2.61649
1946,2.61649
1947,2.61649
1948,2.61649
1949,2.61649
1950,2.61649
1951,2.61649
1952,2.61649
1953,2.61649
1954,2.61649
1955,2.61649
1956,2.61649
1957,2.61649
1958,2.61649
1959,2.61649
1960,2.61649
1961,2.61649
1962,2.61649
1963,2.61649
1964,2.61649
1965,2.61649
1966,2.61649
1967,2.61649
1968,2.61649
1969,2.61649
1970,2.61649
1971,2.61649
1972,2.61649
1973,2.61649
1974,2.61649
1975,2.61649
1976,2.61649
1977,2.61649
1978,2.61649
1979,2.61649
1980,2.61649
1981,2.61649
1982,2.61649
1983,2.61649
1984,2.61649
1985,2.61649
1986,2.61649
1987,2.61649
1988,2.61649
1989,2.61649
1990,2.61649
1991,2.61649
1992,2.61649
1993,2.61649
1994,2.61649
1995,2.61649
1996,2.61649
1997,2.61649
1998,2.61649
1999,2.61649
2000,2.61649
2001,2.61649
2002,2.61649
2003,2.61649
2004,2.61649
2005,2.61649
2006,2.61649
2007,2.61649
2008,2.61649
2009,2.61649
2010,2.61649
2011,2.61649
2012,2.61649
2013,2.61649
2014,2.61649
2015,2.61649
2016,2.61649
2017,2.61649
2018,2.61649
2019,2.61649
2020,2.61649
2021,2.61649
2022,2.61649
2023,2.61649
2024,2.61649
2025,2.61649
2026,2.61649
2027,2.61649
2028,2.61649
2029,2.61649
2030,2.61649
2031,2.61649
2032,2.61649
2033,2.61649
2034,2.61649
2035,2.61649
2036,2.61649
2037,2.61649
2038,2.61649
2039,2.61649
2040,2.61649
2041,2.61649
2042,2.61649
2043,2.61649
2044,2.61649
2045,2.61649
2046,2.61649
2047,2.61649
2048,2.61649
2049,2.61649
2050,2.61649
2051,2.61649
2052,2.61649
2053,2.61649
2054,2.61649
2055,2.61649
2056,2.61649
2057,2.61649
2058,2.61649
2059,2.61649
2060,2.61649
2061,2.61649
2062,2.61649
2063,2.61649
2064,2.61649
2065,2.61649
2066,2.61649
2067,2.61649
2068,2.61649
2069,2.61649
2070,2.61649
2071,2.61649
2072,2.61649
2073,2.61649
2074,2.61649
2075,2.61649
2076,2.61649
2077,2.61649
2078,2.61649
2079,2.61649
2080,9.81649
2081,9.81649
2082,9.81649
2083,9.81649
2084,9.81649
2085,9.81649
2086,9.81649
2087,9.81649
2088,9.81649
2089,9.81649
2090,9.81649
2091,9.81649
2092,9.81649
2093,9.81649
2094,9.81649
2095,2.61649
2096,2.61649
2097,2.61649
2098,2.61649
2099,2.61649
2100,2.61649
2101,2.61649
2102,2.61649
2103,2.61649
2104,2.61649
2105,2.61649
2106,2.61649
2107,2.61649
2108,2.61649
2109,2.61649
2110,2.61649
2111,2.61649
2112,2.61649
2113,2.61649
2114,2.61649
2115,2.61649
2116,2.61649
2117,2.61649
2118,2.61649
2119,2.61649
2120,2.61649
2121,2.61649
2122,2.61649
2123,2.61649
2124,2.61649
2125,2.61649
2126,2.61649
2127,2.61649
2128,2.61649
2129,2.61649
2130,2.61649
2131,2.61649
2132,2.61649
2133,2.61649
2134,2.61649
2135,2.61649
2136,2.61649
2137,2.61649
2138,2.61649
2139,2.61649
2140,2.61649
2141,2.61649
2142,2.61649
2143,2.61649
2144,2.61649
2145,2.61649
2146,2.61649
2147,2.61649
2148,2.61649
2149,2.61649
2150,2.61649
2151,2.61649
2152,2.61649
2153,2.61649
2154,2.61649
2155,2.61649
2156,2.61649
2157,2.61649
2158,2.61649
2159,2.61649
2160,2.61649
2161,2.61649
2162,2.61649
2163,2.61649
2164,2.61649
2165,2.61649
2166,2.61649
2167,2.61649
2168,2.61649
2169,2.61649
2170,2.61649
2171,2.61649
2172,2.61649
2173,2.61649
2174,2.61649
2175,2.61649
2176,2.61649
2177,2.61649
2178,2.61649
2179,2.61649
2180,2.61649
2181,2.61649
2182,2.61649
2183,2.61649
2184,2.61649
2185,2.61649
2186,2.61649
2187,2.61649
2188,2.61649
2189,2.61649
2190,2.61649
2191,2.61649
2192,2.61649
2193,2.61649
2194,2.61649
2195,2.61649
2196,2.61649
2197,2.61649
2198,2.61649
2199,2.61649
2200,2.61649
2201,2.61649
2202,2.61649
2203,2.61649
2204,2.61649
2205,2.61649
2206,2.61649
2207,2.61649
2208,2.61649
2209,2.61649
2210,2.61649
2211,2.61649
2212,2.61649
2213,2.61649
2214,2.61649
2215,2.61649
2216,2.61649
2217,2.61649
2218,2.61649
2219,2.61649
2220,2.61649
2221,2.61649
2222,2.61649
2223,2.61649
2224,2.61649
2225,2.61649
2226,2.61649
2227,2.61649
2228,2.61649
2229,2.61649
2230,2.61649
2231,2.61649
2232,25.49779
2233,25.49779
2234,25.49779
2235,25.49779
2236,25.49779
2237,25.49779
2238,25.49779
2239,25.49779
2240,25.49779
2241,25.49779
2242,25.49779
2243,25.49779
2244,25.49779
2245,25.49779
2246,25.49779
2247,25.49779
2248,25.49779
2249,25.49779
2250,25.49779
2251,25.49779
2252,25.49779
2253,25.49779
2254,25.49779
2255,25.49779
2256,25.49779
2257,25.49779
2258,25.49779
2259,25.49779
2260,25.49779
2261,25.49779
2262,25.49779
2263,25.49779
2264,25.49779
2265,25.49779
2266,25.49779
2267,25.49779
2268,25.49779
2269,25.49779
2270,25.49779
2271,25.49779
2272,25.49779
2273,25.49779
2274,25.49779
2275,25.49779
2276,25.49779
2277,25.49779
2278,25.49779
2279,25.49779
2280,25.49779
2281,25.49779
2282,25.49779
2283,25.49779
2284,25.49779
2285,25.49779
2286,25.49779
2287,25.49779
2288,25.49779
2289,25.49779
2290,25.49779
2291,25.49779
2292,25.49779
2293,25.49779
2294,25.49779
2295,25.49779
2296,25.49779
2297,25.49779
2298,25.49779
2299,49.24029
2300,49.24029
2301,49.24029
2302,49.24029
2303,29.09379
2304,29.09379
2305,29.09379
2306,29.09379
2307,29.09379
2308,29.09379
2309,29.09379
2310,29.09379
2311,29.09379
2312,29.09379
2313,29.09379
2314,29.09379
2315,25.49779
2316,25.49779
2317,25.49779
2318,25.49779
2319,25.49779
2320,25.49779
2321,25.49779
2322,25.49779
2323,25.49779
2324,25.49779
2325,25.49779
2326,25.49779
2327,25.49779
2328,25.49779
2329,25.49779
2330,25.49779
2331,25.49779
2332,25.49779
2333,25.49779
2334,25.49779
2335,25.49779
2336,25.49779
2337,25.49779
2338,25.49779
2339,25.49779
2340,25.49779
2341,25.49779
2342,25.49779
2343,25.49779
2344,25.49779
2345,25.49779
2346,25.49779
2347,25.49779
2348,25.49779
2349,25.49779
2350,25.49779
2351,25.49779
2352,25.49779
2353,25.49779
2354,25.49779
2355,25.49779
2356,25.49779
2357,25.49779
2358,25.49779
2359,25.49779
2360,25.49779
2361,25.49779
2362,25.49779
2363,25.49779
2364,25.49779
2365,25.49779
2366,25.49779
2367,25.49779
2368,25.49779
2369,25.49779
2370,25.49779
2371,25.49779
2372,25.49779
2373,25.49779
2374,25.49779
2375,25.49779
2376,25.49779
2377,25.49779
2378,25.49779
2379,25.49779
2380,25.49779
2381,25.49779
2382,25.49779
2383,25.49779
2384,25.49779
2385,25.49779
2386,25.49779
2387,25.49779
2388,25.49779
2389,25.49779
2390,25.49779
2391,25.49779
2392,25.49779
2393,25.49779
2394,25.49779
2395,25.49779
2396,25.49779
2397,25.49779
2398,25.49779
2399,25.49779
2400,25.49779
2401,25.49779
2402,25.49779
2403,25.49779
2404,25.49779
2405,25.49779
2406,25.49779
2407,25.49779
2408,25.49779
2409,25.49779
2410,25.49779
2411,25.49779
2412,25.49779
2413,25.49779
2414,25.49779
2415,25.49779
2416,25.49779
2417,25.49779
2418,25.49779
2419,25.49779
2420,25.49779
2421,25.49779
2422,25.49779
2423,25.49779
2424,25.49779
2425,25.49779
2426,25.49779
2427,25.49779
2428,25.49779
2429,25.49779
2430,25.49779
2431,25.49779
2432,25.49779
2433,25.49779
2434,25.49779
2435,25.49779
2436,25.49779
2437,25.49779
2438,25.49779
2439,25.49779
2440,25.49779
2441,25.49779
2442,25.49779
2443,25.49779
2444,25.49779
2445,25.49779
2446,25.49779
2447,25.49779
2448,25.49779
2449,25.49779
2450,25.49779
2451,25.49779
2452,25.49779
2453,25.49779
2454,25.49779
2455,25.49779
2456,25.49779
2457,25.49779
2458,25.49779
2459,25.49779
2460,25.49779
2461,25.49779
2462,25.49779
2463,25.49779
2464,25.49779
2465,25.49779
2466,25.49779
2467,25.49779
2468,25.49779
2469,25.49779
2470,25.49779
2471,25.49779
2472,25.49779
2473,25.49779
2474,25.49779
2475,25.49779
2476,25.49779
2477,25.49779
2478,25.49779
2479,25.49779
2480,25.49779
2481,25.49779
2482,25.49779
2483,25.49779
2484,25.49779
2485,25.49779
2486,25.49779
2487,25.49779
2488,25.49779
2489,25.49779
2490,25.49779
2491,25.49779
2492,25.49779
2493,25.49779
2494,25.49779
2495,25.49779
2496,25.49779
2497,25.49779
2498,25.49779
2499,25.49779
2500,25.49779
2501,25.49779
2502,25.49779
2503,25.49779
2504,25.49779
2505,25.49779
2506,25.49779
2507,25.49779
2508,25.49779
2509,25.49779
2510,25.49779
2511,25.49779
2512,25.49779
2513,25.49779
2514,25.49779
2515,25.49779
2516,25.49779
2517,25.49779
2518,25.49779
2519,25.49779
2520,25.49779
2521,25.49779
2522,25.49779
2523,25.49779
2524,25.49779
2525,25.49779
2526,25.49779
2527,25.49779
2528,25.49779
2529,25.49779
2530,25.49779
2531,25.49779
2532,25.49779
2533,25.49779
2534,25.49779
2535,25.49779
2536,25.49779
2537,25.49779
2538,25.49779
2539,25.49779
2540,25.49779
2541,25.49779
2542,25.49779
2543,25.49779
2544,25.49779
2545,25.49779
2546,25.49779
2547,25.49779
2548,25.49779
2549,25.49779
2550,25.49779
2551,25.49779
2552,25.49779
2553,25.49779
2554,25.49779
2555,25.49779
2556,25.49779
2557,25.49779
2558,25.49779
2559,25.49779
2560,25.49779
2561,25.49779
2562,25.49779
2563,25.49779
2564,25.49779
2565,25.49779
2566,25.49779
2567,25.49779
2568,25.49779
2569,25.49779
2570,25.49779
2571,25.49779
2572,25.49779
2573,25.49779
2574,25.49779
2575,25.49779
2576,25.49779
2577,25.49779
2578,25.49779
2579,25.49779
2580,25.49779
2581,25.49779
2582,25.49779
2583,25.49779
2584,25.49779
2585,25.49779
2586,25.49779
2587,25.49779
2588,25.49779
2589,25.49779
2590,25.49779
2591,25.49779
2592,25.49779
2593,25.49779
2594,25.49779
2595,25.49779
2596,25.49779
2597,25.49779
2598,25.49779
2599,25.49779
2600,25.49779
2601,25.49779
2602,25.49779
2603,25.49779
2604,25.49779
2605,25.49779
2606,25.49779
2607,25.49779
2608,25.49779
2609,25.49779
2610,25.49779
2611,25.49779
2612,25.49779
2613,25.49779
2614,25.49779
2615,25.49779
2616,25.49779
2617,25.49779
2618,25.49779
2619,25.49779
2620,25.49779
2621,25.49779
2622,25.49779
2623,25.49779
2624,25.49779
2625,25.49779
2626,25.49779
2627,25.49779
2628,25.49779
2629,25.49779
2630,25.49779
2631,25.49779
2632,25.49779
2633,25.49779
2634,25.49779
2635,25.49779
2636,25.49779
2637,25.49779
2638,25.49779
2639,25.49779
2640,25.49779
2641,25.49779
2642,25.49779
2643,25.49779
2644,25.49779
2645,25.49779
2646,25.49779
2647,25.49779
2648,25.49779
2649,25.49779
2650,25.49779
2651,25.49779
2652,25.49779
2653,25.49779
2654,25.49779
2655,25.49779
2656,25.49779
2657,25.49779
2658,25.49779
2659,25.49779
2660,25.49779
2661,25.49779
2662,25.49779
2663,25.49779
2664,25.49779
2665,25.49779
2666,25.49779
2667,25.49779
2668,25.49779
2669,25.49779
2670,25.49779
2671,25.49779
2672,25.49779
2673,25.49779
2674,25.49779
2675,25.49779
2676,25.49779
2677,25.49779
2678,25.49779
2679,25.49779
2680,32.90693
2681,32.90693
2682,36.50293
2683,36.50293
2684,36.50293
2685,36.50293
2686,36.50293
2687,36.50293
2688,36.50293
2689,36.50293
2690,36.50293
2691,36.50293
2692,36.50293
2693,36.50293
2694,65.48943
2695,65.48943
2696,65.48943
2697,65.48943
2698,32.22693
2699,32.22693
2700,32.22693
2701,32.22693
2702,32.22693
2703,32.22693
2704,32.22693
2705,32.22693
2706,32.22693
2707,32.22693
2708,32.22693
2709,32.22693
2710,32.22693
2711,32.22693
2712,32.22693
2713,32.22693
2714,32.22693
2715,32.22693
2716,32.22693
2717,32.22693
2718,32.22693
2719,32.22693
2720,32.22693
2721,32.22693
2722,32.22693
2723,32.22693
2724,32.22693
2725,32.22693
2726,32.22693
2727,32.22693
2728,32.22693
2729,32.22693
2730,32.22693
2731,32.22693
2732,32.22693
2733,32.22693
2734,32.22693
2735,32.22693
2736,32.22693
2737,32.22693
2738,32.22693
2739,32.22693
2740,32.22693
2741,32.22693
2742,32.22693
2743,32.22693
2744,32.22693
2745,32.22693
2746,32.22693
2747,32.22693
2748,32.22693
2749,32.22693
2750,32.22693
2751,32.22693
2752,32.22693
2753,32.22693
2754,32.22693
2755,32.22693
2756,32.22693
2757,32.22693
2758,32.22693
2759,32.22693
2760,32.22693
2761,32.22693
2762,32.22693
2763,32.22693
2764,32.22693
2765,32.22693
2766,32.22693
2767,32.22693
2768,32.22693
2769,32.90693
2770,32.90693
2771,32.90693
2772,32.90693
2773,32.90693
2774,32.90693
2775,32.90693
2776,32.90693
2777,32.90693
2778,32.90693
2779,32.90693
2780,32.90693
2781,32.90693
2782,32.90693
2783,32.22693
2784,65.48943
2785,65.48943
2786,65.48943
2787,65.48943
2788,32.22693
2789,32.22693
2790,32.22693
2791,32.22693
2792,32.22693
2793,32.22693
2794,32.22693
2795,32.22693
2796,32.22693
2797,32.22693
2798,32.22693
2799,32.22693
2800,32.22693
2801,32.22693
2802,32.22693
2803,32.22693
2804,32.22693
2805,32.22693
2806,32.22693
2807,32.22693
2808,32.22693
2809,32.22693
2810,32.22693
2811,32.22693
2812,32.22693
2813,32.22693
2814,32.22693
2815,32.22693
2816,32.22693
2817,32.22693
2818,32.22693
2819,32.22693
2820,32.22693
2821,32.22693
2822,9.34563
2823,9.34563
2824,9.34563
2825,9.34563
2826,9.34563
2827,9.34563
2828,9.34563
2829,9.34563
2830,9.34563
2831,9.34563
2832,9.34563
2833,9.34563
2834,9.34563
2835,9.34563
2836,9.34563
2837,9.34563
2838,9.34563
2839,9.34563
2840,9.34563
2841,9.34563
2842,9.34563
2843,9.34563
2844,9.34563
2845,9.34563
2846,9.34563
2847,9.34563
2848,9.34563
2849,9.34563
2850,9.34563
2851,9.34563
2852,9.34563
2853,9.34563
2854,9.34563
2855,9.34563
2856,9.34563
2857,9.34563
2858,9.34563
2859,9.34563
2860,9.34563
2861,9.34563
2862,9.34563
2863,9.34563
2864,9.34563
2865,9.34563
2866,9.34563
2867,9.34563
2868,9.34563
2869,9.34563
2870,9.34563
2871,9.34563
2872,9.34563
2873,9.34563
2874,9.34563
2875,9.34563
2876,9.34563
2877,9.34563
2878,9.34563
2879,9.34563
2880,31.50563
2881,31.50563
2882,31.50563
2883,31.50563
2884,31.50563
2885,34.50563
2886,34.50563
2887,31.88914
2888,31.88914
2889,31.88914
2890,31.88914
2891,25.16
2892,3
2893,3
2894,3
2895,3
2896,3
2897,3
2898,3
2899,3
2900,3
2901,3
2902,3
2903,3
2904,3
2905,3